name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
house builder,2024-01-15,132550,19.99,1490579.0,8.289217378413545,81,aa,"playway s.a.,freemind s.a.",freemind s.a.,1244630
stormgate,2024-07-30,224772,0.0,1459213.0,7.341805458780237,52,indie,frost giant studios,frost giant studios,2012510
riven,2024-06-25,49119,34.99,1448665.0,7.856866054561921,0,indie,cyan worlds inc,cyan worlds inc,1712350
thank goodness you're here!,2024-08-01,87970,19.99,1444444.0,2.189886931306963,97,indie,panic,coal supper,2366980
terratech worlds,2024-03-22,53663,29.99,1430436.0,18.261625558912787,66,indie,"payload studios,4divinity",payload studios,2313330
immortal life,2024-01-17,122009,16.99,1428520.0,26.44589686212208,81,indie,2p games,yifang studio,1201230
dusk pub,2024-04-12,127543,12.99,1419860.0,3.857830038389943,93,indie,yellowduckworks,yellowduckworks,1974520
oh deer,2024-06-27,170401,9.99,1408406.0,1.9956875027904464,87,indie,cozy cabin studios,cozy cabin studios,2708450
dominion,2024-02-01,503990,0.0,1405649.3985145492,7.017822187752444,86,indie,temple gates games,temple gates games,1131620
sweet transit,2024-04-22,87119,29.99,1398063.0,11.448439488203675,74,aa,team17,ernestas norvaišas,1612770
starward,2024-04-24,79112,0.0,1395292.0,27.231980923461883,68,indie,盛天游戏,game blender,2764370
the crust,2024-07-15,56588,29.99,1385673.0,31.60342787602721,74,indie,crytivo,veom studio,1465470
moonbreaker,2024-02-01,58369,29.99,1367965.0,7.912012452688401,87,aaa,"krafton, inc.",unknown worlds entertainment,845890
nobody wants to die,2024-07-17,63753,24.99,1348620.0,4.152315097743349,87,indie,plaion,critical hit games,1939970
touhou danmaku kagura phantasia lost,2024-02-07,57334,29.99,1330840.0,17.624067524882285,77,indie,alliance arts,unknownx,2190220
gigantic: rampage edition,2024-04-09,83942,19.99,1330789.0,16.79592619082676,72,aa,arc games,abstraction games,1924490
the bridge curse 2: the extrication,2024-05-09,63059,24.99,1326590.0,5.317939526297635,93,indie,"pqube,gamera games",softstar entertainment,2331330
mullet madjack,2024-05-15,78971,19.99,1310018.0,4.072861351589005,98,indie,"epopeia games,hammer95",hammer95,2111190
harry potter: quidditch champions,2024-09-03,48267,29.99,1302774.0,4.726446194361001,0,aaa,warner bros. games,unbroken studios,2878600
raid: shadow legends,2024-01-09,72044,0.0,1293328.0,63.45711110030624,55,indie,plarium global ltd,plarium global ltd,2333480
the 4 sins,2024-06-02,175634,9.99,1293189.0,3.033389442589824,24,aa,gamera games,奇门互娱,2128940
kunitsu-gami: path of the goddess,2024-07-18,28374,49.99,1276574.0,11.872100547435483,92,aaa,"capcom co., ltd.","capcom co., ltd.",2510710
three kingdoms zhao yun,2024-01-17,101430,19.99,1269633.0,11.52473408115772,0,indie,merlion games,zuijiangyue game,2201710
between the stars,2024-03-07,78295,29.99,1265895.0,7.01927402753153,77,indie,"isolated games,whispergames",isolated games,727130
star trucker,2024-09-03,62290,24.99,1260811.0,5.229673762101744,76,aa,raw fury,monster and monster,2380050
slapshot: rebound,2024-04-11,965211,0.0,1250580.7988945069,10.891994725125729,84,indie,oddshot games,oddshot games,1173370
enlisted,2024-07-16,239148,0.0,1233567.0,37.76018897559231,0,aa,gaijin network ltd,darkflow software,2051620
phantom abyss,2024-01-25,86210,19.99,1231915.0,9.290478868764191,85,aa,devolver digital,team wiby,989440
islands of insight,2024-02-13,52752,29.99,1229708.0,31.831256522648644,83,aa,behaviour interactive inc.,lunarch studios,2071500
spirit city: lofi sessions,2024-04-08,140574,11.99,1217173.0,47.32413381771613,97,indie,mooncube games,mooncube games,2113850
terrascape,2024-07-17,117418,14.99,1188273.0,5.981693150570897,88,indie,"stray fawn publishing,instinct3",bitfall studios,2290000
farm together 2,2024-05-07,68838,19.99,1188098.0,51.1003235392409,0,indie,milkstone studios,milkstone studios,2418520
slaves of rome,2024-02-12,61190,24.99,1173275.0,8.410337305730208,68,indie,biggus diccus games,biggus diccus games,1380070
dread delusion,2024-05-14,75015,19.99,1170260.0,8.481408610028911,92,indie,dreadxp,lovely hellplace,1574240
keeperrl,2024-02-29,85309,19.99,1168042.0,18.70857822921001,87,indie,electric succubi,electric succubi,329970
kinitopet,2024-01-09,227576,5.99,1166563.0,3.2190117178611835,94,indie,troy_en,troy_en,2075070
grocery store simulator,2024-06-10,170125,7.99,1160637.0,10.295448229090365,95,indie,fekk games,fekk games,2961880
selaco,2024-05-31,56176,24.99,1160305.0,11.059660852944672,93,indie,altered orbit studios,altered orbit studios,1592280
farmer against potatoes idle,2024-09-05,234948,0.0,1153910.9084421117,256.3350027720608,96,indie,oni gaming,oni gaming,1535560
rooftops & alleys: the parkour game,2024-05-21,81558,15.99,1153011.0,7.158457569592916,97,indie,mlmedia,mlmedia,2703850
a difficult game about climbing,2024-03-06,122429,9.99,1126490.0,8.13506057547006,89,indie,pontypants,pontypants,2497920
reverse collapse: code name bakery,2024-03-21,63158,24.99,1124733.0,33.23014522628996,74,indie,xd,"shanghai sunborn network technology co., ltd.",1127700
dominions 6 - rise of the pantokrator,2024-01-17,29273,44.99,1090577.0,79.36725950738078,89,indie,illwinter game design,illwinter game design,2511500
esports godfather,2024-05-23,65251,19.99,1072894.0,30.3497442517159,93,indie,asteroid game studio,asteroid game studio,1278540
kaku: ancient seal,2024-07-11,63579,24.99,1061930.0,21.65903214357081,86,indie,bingobell,bingobell,1179580
yaoling: mythical journey,2024-07-15,62937,19.99,1047362.0,21.326345346674653,91,indie,"rayka studio,npc entertainment",rayka studio,2816950
crow country,2024-05-09,61044,19.99,1045536.0,4.780094463438322,99,indie,sfb games,sfb games,1996010
oddsparks: an automation adventure,2024-04-24,61371,24.99,1042637.0,12.498809626793388,91,indie,handygames,massive miniteam,1817800
emberward,2024-06-25,78590,14.99,1042636.0,9.537951392208566,96,indie,reficgames,reficgames,2459550
yi xian: the cultivation card game,2024-01-21,286872,0.0,1039161.219972389,55.01663011678348,75,aa,gamera games,darksun studio,1948800
project qt,2024-01-16,26716,0.0,1036107.0,105.6310151724434,63,indie,nutaku publishing,xdna,1571200
snufkin: melody of moominvalley,2024-03-07,60378,19.99,1019946.0,3.2116139517137414,98,aa,raw fury,hyper games,1808680
minishoot' adventures,2024-04-02,78535,14.99,1001962.0,7.261068882154135,98,indie,"soulgame studio,indieark",soulgame studio,1634860
wrath: aeon of ruin,2024-02-27,47909,24.99,985076.0,2.9773647230246736,74,indie,"3d realms,fulqrum publishing","killpixel games,slipgate ironworks",1000410
ace attorney investigations collection,2024-09-05,27151,39.99,977191.0,4.091232841920956,98,aaa,"capcom co., ltd.","capcom co., ltd.",2401970
solium infernum,2024-02-22,29536,39.99,966283.0,24.686084918196155,88,indie,league of geeks,league of geeks,1893810
command & conquer red alert™ 2 and yuri’s revenge™,2024-03-07,295759,0.0,961994.0,20.590229748847623,92,aaa,electronic arts,ea los angeles,2229850
the elder scrolls online: gold road,2024-06-03,27601,39.99,960791.0,0.0,44,aaa,bethesda softworks,zenimax online studios,2662630
go-go town!,2024-06-18,45863,24.99,957117.0,8.798573867686125,0,indie,"cult games,prideful sloth",prideful sloth,2195120
motogp™24,2024-05-02,23431,49.99,954851.0,22.98612604105317,83,indie,milestone s.r.l.,milestone s.r.l.,2581700
bandle tale: a league of legends story,2024-02-21,43330,24.99,954119.0,10.662545091105516,80,indie,riot forge,lazy bear games,1759380
command & conquer™ generals zero hour,2024-03-07,201644,0.0,933938.0,21.32924236144096,89,aaa,electronic arts,ea los angeles,2732960
command & conquer™ generals,2024-03-07,90955,0.0,930800.0,11.999446787110118,85,aaa,electronic arts,ea los angeles,2229870
vladik brutal,2024-08-09,92754,11.99,928429.0,4.557906694937509,89,indie,narko games,narko games,1316680
momodora: moonlit farewell,2024-01-11,68442,16.99,927493.0,6.473380892880699,92,aa,playism,bombservice,1747760
command & conquer™ tiberian sun™ and firestorm™,2024-03-07,65809,0.0,926924.0,12.28339307326484,91,aaa,electronic arts,ea los angeles,2229880
frontier hunter: erza’s wheel of fortune,2024-07-26,54431,24.99,922336.0,11.12684600466776,88,indie,"icesitruuna,npc entertainment",icesitruuna,1429500
command & conquer renegade™,2024-03-07,26120,0.0,921771.0,7.841912941894338,86,aaa,electronic arts,ea los angeles,2229890
command & conquer™ and the covert operations™,2024-03-07,21266,0.0,921760.0,8.588419156625173,82,aaa,electronic arts,ea los angeles,2229830
"command & conquer red alert™, counterstrike™ and the aftermath™",2024-03-07,26292,0.0,920024.0,10.27607539673983,86,aaa,electronic arts,ea los angeles,2229840
anger foot,2024-07-11,40294,24.99,906252.0,5.627084715285352,93,aa,devolver digital,free lives,1978590
echoes of the plum grove,2024-04-29,54189,19.99,902318.0,24.66004828889055,0,indie,indie.io,unwound games,1536090
boxes: lost fragments,2024-02-01,68169,14.99,900796.0,4.149034995582672,91,indie,snapbreak,big loop studios,2019810
vail vr,2024-02-15,89548,29.99,887656.0,3.708556191014475,78,indie,aexlab,aexlab,801550
gym simulator 24,2024-07-19,109135,10.99,884330.0,4.271517013003123,90,indie,red axe games,quatech,2559270
reus 2,2024-05-28,42986,24.99,879212.0,12.33557918373739,97,indie,firesquid,abbey games,1875060
wizardry: proving grounds of the mad overlord,2024-05-23,29055,34.99,875986.0,32.178361089119306,85,indie,digital eclipse,digital eclipse,2518960
instruments of destruction,2024-05-10,55717,19.99,874462.0,8.518788291074912,94,indie,radiangames,radiangames,1428100
shogun showdown,2024-09-05,103097,14.99,871956.0,14.709804691305951,97,indie,"goblinz publishing,gamera games",roboatino,2084000
pilgrim,2024-05-31,131573,7.99,867610.0,3.3304745672878693,88,indie,desperate measures,desperate measures,2965660
squirrel with a gun,2024-08-29,53495,19.99,866137.0,3.5893794482410684,83,indie,maximum entertainment,dee dee creations llc,2067050
news tower,2024-02-13,50123,19.99,864588.0,13.767491551302214,97,indie,twin sails interactive,sparrow night,1649950
aeons echo,2024-08-22,59501,0.0,853013.0,6.800604003855153,83,indie,nutaku publishing,aeons studio,2832330
cryptmaster,2024-05-09,40489,24.99,845758.0,5.6746313405080935,96,indie,akupara games,"paul hart,lee williams,akupara games",1885110
cat quest iii,2024-08-08,50873,19.99,836331.0,5.897890979303593,0,indie,kepler interactive,the gentlebros,2305840
memoriapolis,2024-08-29,43572,24.99,832922.0,3.556692338780094,83,indie,5pm studio,5pm studio,2228280
fallen aces,2024-06-14,81873,12.99,831336.0,3.651904364361676,98,aa,new blood interactive,"trey powell,jason bond",1411910
megaloot,2024-08-30,101120,9.99,829084.0,7.072853564425466,85,indie,"ravenage games,instinct3",axilirate,2440380
the operator,2024-07-22,70976,13.99,827721.0,3.030081530375901,93,indie,"bureau 81,indienova",bureau 81,1771980
perfect world m,2024-02-22,3768,0.0,825766.0,46.92903887910011,33,indie,perfect world games,perfect world games,2715240
knock on the coffin lid,2024-08-08,49983,24.99,824669.0,36.13476474169297,85,indie,redboon,redboon,1232580
star wars™: dark forces remaster,2024-02-28,30598,29.99,824203.0,4.770394285401785,90,indie,nightdive studios,"nightdive studios,lucasarts",2292260
castlevania dominus collection,2024-08-27,36203,24.99,814241.0,8.317685816929346,96,aa,konami,konami,2369900
no case should remain unsolved,2024-01-17,152090,6.99,814072.0,2.006452454717227,98,indie,somi,somi,2676840
spell disk,2024-03-01,65281,14.99,812211.0,11.116959666409018,88,indie,sunpeak games,sunpeak games,2292060
dungeons & degenerate gamblers,2024-08-08,65164,14.99,806583.0,8.091559584377128,75,indie,yogscast games,purple moss collectors,2400510
outcast - a new beginning,2024-03-15,19374,59.99,806366.0,14.96428173825503,84,aa,thq nordic,appeal studios,1013140
ships at sea,2024-05-23,36845,24.99,797925.0,15.20780271151262,0,indie,misc games,misc games,1266540
the last flame,2024-01-17,53815,17.99,793506.0,22.64068765605981,0,indie,"hotloop,surefire.games",hotloop,1830970
yarimono,2024-08-30,39179,24.99,793022.0,6.409328024387582,87,indie,072 project,にゅう工房,2696050
jianghu chronicles,2024-07-31,59040,16.99,790516.0,23.442699513632128,74,indie,方块游戏(cubegame),一品阁,1909840
terminus: zombie survivors,2024-08-19,60505,19.99,787448.0,18.643321811538684,97,indie,longplay studios,longplay studios,1534980
megaton musashi w: wired,2024-04-24,20281,49.99,787339.0,24.487806291768475,85,indie,level5 inc.,level5 inc.,2450450
we are football 2024,2024-03-04,25210,39.99,779187.0,51.034166549407374,82,indie,"handygames,thq nordic",winning streak games,1951410
fling to the finish,2024-01-18,102601,19.99,778760.0,11.810501362514172,85,aa,daedalic entertainment,splitside games,1054430
fate/stay night remastered,2024-08-07,31040,29.99,764069.0,12.432516197496774,95,indie,aniplex inc.,"type-moon,fuzz inc.",2396980
cyber manhunt 2: new world - the hacking simulator,2024-05-09,91066,9.99,763279.0,5.428407888662228,92,indie,spiral up games,aluba studio,2421410
age of water,2024-04-25,28566,29.99,752577.0,40.17846919733193,61,aa,gaijin network ltd,three whales studio,2695490
metal slug: awakening,2024-07-19,141042,0.0,751373.0,12.47894042688811,60,indie,haoplay limited,tencent,2963870
welcome to paradize,2024-02-29,31996,29.99,744243.0,11.46851070052296,65,aa,nacon,eko software,1519090
prince of persia the lost crown,2024-08-08,32997,39.99,743441.0,12.309219921885283,78,aaa,ubisoft,ubisoft montpellier,2751000
level zero: extraction,2024-08-13,45552,19.99,742914.0,16.09604183194644,66,aa,tinybuild,doghowl games,1456940
oblivion override,2024-01-24,61267,17.99,725958.0,13.942909524853192,92,indie,paleo,humble mill,1952370
tales & tactics,2024-08-15,53902,17.99,724772.0,19.324987990798324,82,indie,"yogscast games,gamersky games",table 9 studio,1652250
spiritfall,2024-02-28,45670,19.99,723249.0,13.377384058933654,93,indie,gentle giant,gentle giant,1835240
starcom: unknown space,2024-09-02,38592,24.99,720375.0,18.31690218752013,91,indie,"wx3 labs, llc","wx3 labs, llc",1750770
plane mechanic simulator,2024-02-14,110431,11.99,719997.0,4.490614087649444,60,indie,movie games s.a.,"cobble games,disaster studio",803980
outbrk,2024-06-28,22704,34.99,714971.0,13.129795146256964,79,indie,sublime,sublime,1107320
pro cycling manager 2024,2024-06-06,19951,39.99,709826.0,40.09035924723011,65,aa,nacon,cyanide studio,2494350
ale & tale tavern,2024-09-05,58289,14.99,707686.0,3.760395364186901,86,indie,"grabthegames,upgradepoint",scienart games,2683150
ultimate general: american revolution,2024-06-06,16607,49.99,705648.0,25.63686490370842,76,indie,game-labs,game-labs,1901910
until then,2024-06-25,42561,19.99,704108.0,10.328552351899267,99,indie,maximum entertainment,polychroma games,1574820
robin hood - sherwood builders,2024-02-29,29781,29.99,702787.0,14.996376394279752,72,aa,playway s.a.,meanastronauts,1159420
home safety hotline,2024-01-16,51830,14.99,700241.0,2.6434286805013034,92,indie,night signal entertainment,night signal entertainment,2357910
gatekeeper,2024-05-13,60295,14.99,691110.0,7.129803716146882,86,indie,hypetrain digital,gravity lagoon,2106670
恋爱单选题,2024-07-18,74201,10.99,688783.0,6.164275466198359,85,indie,"无忧传媒,指间宇宙",无忧传媒,2865490
lotus lantern: rescue mother,2024-04-11,84001,9.99,684821.0,6.675683909404666,80,indie,plaisir games,unstable games,2319030
monster hunter stories,2024-06-13,25340,29.99,683951.0,22.701533084636345,88,aaa,"capcom co., ltd.","capcom co., ltd.",2356560
underdogs,2024-01-25,27593,29.99,683121.0,3.76814716744285,98,indie,one hamsa,one hamsa,2441700
umamusume: pretty derby – party dash,2024-08-29,16684,44.99,675551.0,5.166505747062647,66,aa,"cygames, inc.","cygames, inc.,arc system works",2313020
war hospital,2024-01-11,27672,29.99,673600.0,12.325651287457022,60,aa,nacon,brave lamb studio s.a.,1553000
slice & dice,2024-03-20,77805,8.99,673586.0,20.542735392217416,97,indie,tann,tann,1775490
tavern manager simulator 🍻,2024-08-13,62204,12.99,673225.0,5.9371905550515685,84,indie,one more time,one more time,2756770
classified: france '44,2024-03-05,23879,49.99,670774.0,17.692649262011187,82,aa,team17,absolutely games,2085370
car manufacture,2024-08-01,40273,19.99,668524.0,10.74006526210832,80,aa,playway s.a.,stereo games s.a.,983380
skull and bones,2024-08-22,30388,59.99,667814.0,14.60857630629658,0,aaa,ubisoft,ubisoft singapore,2853730
duck detective: the secret salami,2024-05-23,79652,9.99,663730.0,1.679108723483934,96,indie,happy broccoli games,happy broccoli games,2637990
milf's plaza,2024-04-19,54936,14.99,661717.0,5.261923537851022,69,indie,tophouse publishing,texic,2706300
cluckmech oasis,2024-05-09,77537,9.99,649091.0,22.85835077991378,87,indie,mammorize,blacklight,2453360
beer factory,2024-01-10,40391,18.99,648123.0,8.18082594869134,52,indie,"creativeforge games,playway s.a.",akel,1782570
steps of debauchery,2024-02-05,49713,14.99,646945.0,6.193347100644998,0,indie,fooxiedgames,fooxiedgames,2649970
yakuza rogue: yokohama massage parlor chapter,2024-05-28,58817,12.99,638497.0,7.231949832167666,83,indie,wakuwaku,wakuwaku,2857880
dale & dawson stationery supplies,2024-08-30,95537,7.99,634206.0,4.186376780152751,97,indie,striped panda studios,striped panda studios,2920570
lorelei and the laser eyes,2024-05-16,28142,24.99,632941.0,11.174563857548948,96,aa,annapurna interactive,simogo,2008920
minami lane,2024-02-28,147247,4.99,632369.0,2.804406343676304,0,indie,"doot,wholesome games presents","doot,blibloop",2678990
wild west dynasty,2024-08-22,32024,26.99,625495.0,8.080317945857818,33,indie,toplitz productions,moon punch studio,1329880
pools,2024-04-26,75464,9.79,623473.0,2.8443771540274825,95,indie,"tensori,unikat label",tensori,2663530
lil' guardsman,2024-01-23,35849,19.99,611012.0,6.60034270025886,95,indie,"versus evil,tinybuild",hilltop studios,1924360
kalpa of sword,2024-01-31,207970,0.0,606780.0,28.111487732646168,0,indie,orienjoy,孤帆工作室,2739600
dawn of defiance,2024-08-15,43439,19.99,605601.0,12.638898749100711,80,indie,traega entertainment,traega entertainment,2059530
murky divers,2024-06-19,133629,5.99,605472.0,5.7234479424214015,88,indie,oro interactive,embers,2963880
platform 8,2024-05-31,167800,3.99,602569.0,0.9864579579325782,86,indie,kotake create,kotake create,2903560
laysara: summit kingdom,2024-04-10,37722,19.99,602187.0,8.358782444731016,84,indie,"future friends games,quite ok games",quite ok games,1823950
arms trade tycoon: tanks,2024-02-06,22152,29.99,601167.0,10.179553939681757,74,indie,microprose software,fungi,1662210
turnip boy robs a bank,2024-01-18,49027,14.99,600836.0,3.8171493812781394,96,indie,graffiti games,snoozy kazoo,2097230
star trek: resurgence,2024-05-23,30539,24.99,597802.0,6.086680921848769,91,indie,bruner house,dramatic labs,2653940
hospital 666,2024-03-05,102445,7.99,596521.0,2.5738297964679915,72,indie,lokin,lokin,2774380
dice & fold,2024-06-24,56528,12.99,582729.0,8.30640528155963,0,indie,"rogue duck interactive,gamersky games",tinymice entertainment,2693930
artisan td,2024-07-22,41175,16.99,577505.0,14.72206964107766,91,indie,unexpected,4rtisans,2224640
caribbean legend,2024-02-15,26133,29.99,562753.0,43.28639704487596,76,indie,"blackmark studio,valkyrie initiative",blackmark studio,2230980
skald: against the black priory,2024-05-30,44588,14.99,560803.0,13.160084375258686,96,aa,raw fury,high north studios as,1069160
supermarket together,2024-08-09,2085116,0.0,554295.9124042441,6.334958879516334,0,indie,deaddevstellnolies,deaddevstellnolies,2709570
steamworld heist ii,2024-08-08,21930,29.99,552082.0,15.884763355350692,96,indie,thunderful publishing,thunderful development,2396240
autopsy simulator,2024-06-06,25263,24.99,548556.0,3.5028611346440464,45,indie,team17 digital ltd,woodland games,1283230
vanity fair: the pursuit,2024-02-19,123654,6.99,543074.0,4.614620041573028,0,indie,wavegame,muyan studio,2758000
resist the succubus—the end of the female knight,2024-07-26,54751,16.99,535736.0,4.66734514818441,77,indie,otaku plan,boroborogame,1868000
garden life: a cozy simulator,2024-02-22,25529,24.99,530576.0,14.706945589014907,80,aa,nacon,stillalive studios,1915380
penny’s big breakaway,2024-02-21,23256,29.99,524794.0,5.13330423733239,82,aa,private division,evening star,1955230
omega crafter,2024-03-28,23653,24.99,523807.0,14.278842039307648,0,indie,preferred networks,preferred networks,2262080
fractured online,2024-07-24,31955,14.99,521570.0,43.82106499089426,55,indie,dynamight studios,dynamight studios,1426050
dragon quest builders,2024-02-13,22804,27.99,519305.0,24.669839632030605,92,aa,square enix,square enix,2436570
spectre divide,2024-09-03,584912,0.0,515874.0,3.7906067463564392,53,indie,mountaintop studios,mountaintop studios,2641470
ripout,2024-05-28,25078,24.99,510816.0,9.22208996429652,78,indie,3d realms,pet project games,1558830
song of the prairie,2024-07-31,34212,19.99,508466.0,26.52511977011552,86,indie,aoe plus,the droplet studio,1350840
spellrogue,2024-02-12,38313,15.99,504572.0,22.424010541240484,0,indie,ghost ship publishing,guidelight games,1990110
train capacity 300%,2024-06-26,10037,59.99,499436.0,3.783498398295651,76,indie,072 project,ベルゼブブ,2441570
the settlers: new allies,2024-03-26,24828,59.99,498522.0,29.116687826484263,52,aaa,ubisoft,ubisoft düsseldorf,2750080
[chilla's art] shinkansen 0 | 新幹線 0号,2024-03-22,78706,6.99,492076.0,1.803159642267536,85,indie,chilla's art,chilla's art,2793370
robobeat,2024-05-14,31582,19.99,491385.0,6.909824832526566,97,indie,kwalee,simon fredholm,1456760
denizen,2024-04-29,28820,19.99,489411.0,7.776756483905562,78,indie,departure interactive,departure interactive,2010030
i wani hug that gator!,2024-02-14,38369,14.99,481057.0,14.51670755792052,99,indie,cavemanon,cavemanon,1895350
corpse keeper,2024-05-28,33315,19.99,480134.0,11.798358652481376,79,indie,thermite games,melancholia studio,1601740
silent breath,2024-04-05,55920,9.99,478886.0,1.253684919186634,70,indie,exodiac studios,exodiac studios,2796180
romantic escapades,2024-08-02,27493,19.99,478599.0,4.777122589943246,89,indie,salamander interactive,salamander interactive,2897760
9-bit armies: a bit too far,2024-08-26,31112,19.99,477043.0,11.292738471310066,89,indie,petroglyph,petroglyph,1439750
an alt girl for skoof,2024-04-21,142590,4.99,476684.0,2.0744072440511374,0,indie,terletski games,"terletski games,rikanimation",2901520
remnant records,2024-01-23,40789,15.99,476002.0,6.249774400407087,86,indie,noctiluca studio,noctiluca studio,1916310
lust academy - season 3,2024-05-27,35401,14.99,473076.0,8.985764778175827,89,indie,bear in the night,bear in the night,2655960
loop queen-escape dungeon 3,2024-01-08,28946,19.99,469651.0,5.51790199892241,84,indie,"hide games,playmeow",hide games,1950450
anonymous hacker simulator,2024-04-03,30891,19.99,469375.0,7.376180049745447,86,indie,"g-devs.com,creativeforge games",sicarius,2487060
kingdom hearts hd 2.8 final chapter prologue,2024-06-13,12254,59.99,467421.0,11.294433700423134,80,aa,square enix,square enix,2552440
contractors showdown,2024-04-25,27141,19.99,466608.0,18.18104801253864,80,indie,caveman studio,caveman studio,2719160
saga emerald beyond,2024-04-25,10425,49.99,464418.0,56.864651920884434,75,aa,square enix,square enix,2085000
dream engines: nomad cities,2024-05-09,23463,29.99,458980.0,24.13013396183912,75,indie,"suncrash,gamera games",suncrash,1076750
samurai warriors 4 dx,2024-05-13,10192,49.99,458548.0,14.780196821244653,88,aa,"koei tecmo games co., ltd.","koei tecmo games co., ltd.",2719200
summerhouse,2024-03-08,124989,4.99,457163.0,2.329047690339736,95,indie,future friends games,friedemann,2533960
self defense dojo,2024-04-11,49053,10.99,454488.0,9.62940872357666,87,indie,wakuwaku,wakuwaku,2534120
rising lords,2024-01-18,31478,19.99,450937.0,11.480690698372614,73,indie,"deck13,whispergames",argonwood,835650
ogu and the secret forest,2024-07-29,29556,24.99,447349.0,12.38599020840312,96,indie,sinkhole studio,"moonlab studio,sinkhole studio",1985960
失业了，我获得了亿万游戏财产！,2024-08-08,41154,12.99,442047.0,5.434507313639457,0,indie,bolingogames,bolingogames,2875140
guardians of eden-embrace of the forest,2024-03-07,47876,10.99,440759.0,3.4102798584792144,93,indie,"mango party,mango party news",black cat entertainment,2672430
star wars™: bounty hunter™,2024-07-31,25198,19.99,440677.0,4.710997589917462,90,indie,aspyr,aspyr,2419090
trans-siberian railway simulator,2024-05-30,26748,19.99,439367.0,7.473760984153682,92,aa,playway s.a.,pentacle,998400
inkulinati,2024-02-22,32914,24.99,438381.0,10.260957164525532,89,aa,daedalic entertainment,yaza games,957960
meta-ghost: the breaking show,2024-04-24,29511,17.99,438131.0,27.94245613578306,74,indie,"flawless gaming,erabit",scarecrow studio,2507980
迷宮校舎 | school labyrinth,2024-02-21,72520,6.99,433805.0,6.621443293132326,83,indie,rainydollgames,rainydollgames,2423300
flintlock: the siege of dawn,2024-07-17,13360,39.99,428492.0,8.54822977632938,78,indie,kepler interactive,a44 games,1832040
touhou hero of ice fairy,2024-04-03,113539,6.99,426279.0,7.463627015339362,98,indie,gamepulse 游戏脉冲,gamepulse 游戏脉冲,1955830
river town factory,2024-02-06,49851,14.99,422423.0,22.97850275057128,91,indie,"ifaction studio,bd games",ifaction studio,2281410
enishia and the binding brand,2024-05-10,36535,14.99,420150.0,8.334240655135321,89,indie,kagura games,shimobashira workshop,2582650
the witch of fern island,2024-02-27,24841,24.99,419597.0,42.1769780679866,80,indie,indie.io,enjoy studio s.a.,1550010
aquarist,2024-03-29,49828,15.99,418284.0,5.791556271643747,85,aa,"playway s.a.,freemind s.a.",freemind s.a.,1430760
tribes 3: rivals,2024-03-12,25090,19.99,409596.0,23.34107405843711,73,indie,prophecy games,prophecy games,2687970
children of the sun,2024-04-09,29898,14.99,405492.0,2.7145806764945544,94,aa,devolver digital,rené rother,1309950
mahjong soul,2024-07-23,50514,0.0,404777.0,13.097029411695926,92,indie,yostar hong kong limited,catfood studio,2739990
bulwark evolution: falconeer chronicles,2024-03-26,25933,19.99,404450.0,11.639992881791208,81,indie,wired productions,tomas sala,290100
contra: operation galuga,2024-03-12,12497,39.99,398126.0,8.399051408132877,87,aa,konami,wayforward,2235020
in heat: lustful nights,2024-06-21,32781,14.99,397065.0,6.52036594813416,92,indie,critical bliss,monsterbox,1962890
harold halibut,2024-04-16,14341,34.99,394548.0,6.805622153637477,82,indie,slow bros.,slow bros.,924750
all quiet in the trenches,2024-01-17,16987,24.99,389794.0,5.104839946954534,91,indie,totally not aliens,totally not aliens,863500
sex of thrones 👑,2024-05-25,41711,14.99,388950.0,2.4595185609427723,77,indie,taboo tales 💘,taboo tales 💘,2480200
ancient warfare 3,2024-01-26,51499,12.99,387300.0,30.295830170722663,95,indie,jannik nickel,jannik nickel,758990
mech engineer,2024-05-21,33261,14.99,386128.0,14.715389523377375,76,indie,microprose software,kiberkreker,1428520
knightly passions,2024-04-26,38551,11.99,384939.0,8.01276168996395,92,indie,feyada,feyada,1554260
lovecraft,2024-04-09,17668,0.0,382551.0,61.80570131947321,79,indie,wealthbird,wealthbird,2692440
sunnyside,2024-06-14,16881,29.99,381290.0,27.80376143819145,71,indie,"merge games,maximum entertainment",rainygames,1746930
beltmatic,2024-03-29,62742,6.99,381263.0,11.198090277602097,93,indie,notional games,notional games,2674590
dicefolk,2024-02-27,31466,14.99,380842.0,13.233308403295124,90,aa,good shepherd entertainment,"leap game studios,tiny ghoul",1996430
snezhinka:sentinel girls2,2024-08-26,57593,7.99,378779.0,4.930358135271555,97,indie,hinyari9,hinyari9,2608350
garten of banban 7,2024-05-10,42078,9.99,378109.0,4.023750790547608,83,indie,euphoric brothers,euphoric brothers,2693060
anomaly agent,2024-01-24,57981,11.99,375083.0,10.02888096448273,97,indie,"phew phew games,gamedev.ist",phew phew games,2378620
withering rooms,2024-04-05,17777,24.99,373115.0,18.018266950413388,98,indie,perp games,moonless formless,2006140
clothing store simulator,2024-06-17,36906,12.99,372353.0,17.46639916897099,94,indie,kiki games,kiki games,2923390
sketchy's contract,2024-04-09,51018,8.99,367697.0,10.275375648935109,83,indie,dimensionless games,dimensionless games,2823080
dealer simulator,2024-01-29,29327,13.99,366870.0,10.789308195923498,68,indie,quadfix games,quadfix games,2625620
